,week-year,state,new_case
4109,34-2021,MS,21871
4110,34-2021,MT,3323
4111,34-2021,NC,48065
4112,34-2021,ND,2004
4113,34-2021,NE,4828
4114,34-2021,NH,2027
4115,34-2021,NJ,13624
4116,34-2021,NM,5739
4117,34-2021,NV,7770
4118,34-2021,NY,19263
4119,34-2021,NYC,12959
4120,34-2021,OH,29140
4121,34-2021,OK,19118
4122,34-2021,OR,15700
4123,34-2021,PA,21399
4124,34-2021,PR,5370
4125,34-2021,PW,2
4126,34-2021,RI,1889
4127,34-2021,RMI,0
4128,34-2021,SC,34208
4129,34-2021,SD,2524
4130,34-2021,TN,45389
4131,34-2021,TX,113020
4132,34-2021,UT,8423
4133,34-2021,VA,20574
4134,34-2021,VI,199
4135,34-2021,VT,838
4136,34-2021,WA,22616
4137,34-2021,WI,13001
4138,34-2021,WV,7932
4139,34-2021,WY,2929
4140,34-2022,AK,1673
4141,34-2022,AL,16034
4142,34-2022,AR,6477
4143,34-2022,AS,126
4144,34-2022,AZ,8505
4145,34-2022,CA,75037
4146,34-2022,CO,6245
4147,34-2022,CT,4351
4148,34-2022,DC,719
4149,34-2022,DE,1552
4150,34-2022,FL,42455
4151,34-2022,FSM,212
4152,34-2022,GA,23423
4153,34-2022,GU,470
4154,34-2022,HI,2176
4155,34-2022,IA,4931
4156,34-2022,ID,1967
4157,34-2022,IL,24297
4158,34-2022,IN,13962
4159,34-2022,KS,5075
4160,34-2022,KY,19969
4161,34-2022,LA,11634
4162,34-2022,MA,8796
4163,34-2022,MD,7968
4164,34-2022,ME,1704
4165,34-2022,MI,19414
4166,34-2022,MN,9625
4167,34-2022,MO,9143
4168,34-2022,MP,102
4169,34-2022,MS,4017
4170,34-2022,MT,1714
4171,34-2022,NC,22377
4172,34-2022,ND,1576
4173,34-2022,NE,2818
4174,34-2022,NH,1026
4175,34-2022,NJ,15598
4176,34-2022,NM,3714
4177,34-2022,NV,2518
4178,34-2022,NY,15760
4179,34-2022,NYC,15908
4180,34-2022,OH,23436
4181,34-2022,OK,10333
4182,34-2022,OR,4719
4183,34-2022,PA,17390
4184,34-2022,PR,14679
4185,34-2022,PW,69
4186,34-2022,RI,1625
4187,34-2022,RMI,4594
4188,34-2022,SC,13178
4189,34-2022,SD,1585
4190,34-2022,TN,21741
4191,34-2022,TX,54457
4192,34-2022,UT,3143
4193,34-2022,VA,17614
4194,34-2022,VI,235
4195,34-2022,VT,503
4196,34-2022,WA,8923
4197,34-2022,WI,11662
4198,34-2022,WV,5681
4199,34-2022,WY,726
4200,35-2021,AK,3863
4201,35-2021,AL,30716
4202,35-2021,AR,14127
4203,35-2021,AS,0
4204,35-2021,AZ,21595
4205,35-2021,CA,96188
4206,35-2021,CO,13168
4207,35-2021,CT,4376
4208,35-2021,DC,1301
4209,35-2021,DE,2749
4210,35-2021,FL,126288
4211,35-2021,FSM,0
4212,35-2021,GA,62552
4213,35-2021,GU,959
4214,35-2021,HI,6161
4215,35-2021,IA,9247
4216,35-2021,ID,7536
4217,35-2021,IL,29976
4218,35-2021,IN,29248
4219,35-2021,KS,11428
4220,35-2021,KY,33764
4221,35-2021,LA,16010
4222,35-2021,MA,11777
4223,35-2021,MD,8314
4224,35-2021,ME,2670
4225,35-2021,MI,16103
4226,35-2021,MN,11112
4227,35-2021,MO,16474
4228,35-2021,MP,9
4229,35-2021,MS,17763
4230,35-2021,MT,3935
4231,35-2021,NC,50594
4232,35-2021,ND,2718
4233,35-2021,NE,5396
4234,35-2021,NH,2122
4235,35-2021,NJ,14294
4236,35-2021,NM,5747
4237,35-2021,NV,7901
4238,35-2021,NY,21189
4239,35-2021,NYC,11956
4240,35-2021,OH,39705
4241,35-2021,OK,17730
4242,35-2021,OR,15085
4243,35-2021,PA,24068
4244,35-2021,PR,4267
4245,35-2021,PW,0
4246,35-2021,RI,2114
4247,35-2021,RMI,0
4248,35-2021,SC,38975
4249,35-2021,SD,3379
4250,35-2021,TN,46428
4251,35-2021,TX,128844
4252,35-2021,UT,9609
4253,35-2021,VA,23514
4254,35-2021,VI,222
4255,35-2021,VT,1039
4256,35-2021,WA,25000
4257,35-2021,WI,14021
4258,35-2021,WV,10191
4259,35-2021,WY,3631
4260,35-2022,AK,1208
4261,35-2022,AL,13068
4262,35-2022,AR,6849
4263,35-2022,AS,0
4264,35-2022,AZ,8661
4265,35-2022,CA,63777
4266,35-2022,CO,5922
4267,35-2022,CT,4399
4268,35-2022,DC,700
4269,35-2022,DE,1399
4270,35-2022,FL,35763
4271,35-2022,FSM,785
4272,35-2022,GA,17923
4273,35-2022,GU,359
4274,35-2022,HI,1744
4275,35-2022,IA,4755
4276,35-2022,ID,1936
4277,35-2022,IL,26127
4278,35-2022,IN,12195
4279,35-2022,KS,5748
4280,35-2022,KY,17067
4281,35-2022,LA,12917
4282,35-2022,MA,8742
4283,35-2022,MD,7095
4284,35-2022,ME,1505
4285,35-2022,MI,19158
4286,35-2022,MN,8394
4287,35-2022,MO,10107
4288,35-2022,MP,70
4289,35-2022,MS,8144
4290,35-2022,MT,1392
4291,35-2022,NC,21545
4292,35-2022,ND,1180
4293,35-2022,NE,2936
4294,35-2022,NH,1337
4295,35-2022,NJ,13698
4296,35-2022,NM,2942
4297,35-2022,NV,2126
4298,35-2022,NY,14885
4299,35-2022,NYC,15141
4300,35-2022,OH,25280
4301,35-2022,OK,10381
4302,35-2022,OR,4231
4303,35-2022,PA,18264
4304,35-2022,PR,12820
4305,35-2022,PW,55
4306,35-2022,RI,1914
4307,35-2022,RMI,557
4308,35-2022,SC,12845
4309,35-2022,SD,1292
4310,35-2022,TN,16881
4311,35-2022,TX,58818
4312,35-2022,UT,2947
4313,35-2022,VA,16868
4314,35-2022,VI,210
4315,35-2022,VT,354
4316,35-2022,WA,7348
4317,35-2022,WI,9334
4318,35-2022,WV,6236
4319,35-2022,WY,615
4320,36-2021,AK,4305
4321,36-2021,AL,25556
4322,36-2021,AR,11162
4323,36-2021,AS,0
4324,36-2021,AZ,18476
4325,36-2021,CA,72275
4326,36-2021,CO,12869
4327,36-2021,CT,3845
4328,36-2021,DC,1067
4329,36-2021,DE,2832
4330,36-2021,FL,92188
4331,36-2021,FSM,0
4332,36-2021,GA,49385
4333,36-2021,GU,1087
4334,36-2021,HI,4319
4335,36-2021,IA,9864
4336,36-2021,ID,7396
4337,36-2021,IL,26100
4338,36-2021,IN,26508
4339,36-2021,KS,9843
4340,36-2021,KY,30193
4341,36-2021,LA,15842
4342,36-2021,MA,11713
4343,36-2021,MD,7164
4344,36-2021,ME,3190
4345,36-2021,MI,17845
4346,36-2021,MN,11452
4347,36-2021,MO,15131
4348,36-2021,MP,7
4349,36-2021,MS,12105
4350,36-2021,MT,4330
4351,36-2021,NC,44861
4352,36-2021,ND,2985
4353,36-2021,NE,5498
4354,36-2021,NH,2553
4355,36-2021,NJ,14885
4356,36-2021,NM,4464
4357,36-2021,NV,7491
4358,36-2021,NY,21130
4359,36-2021,NYC,11474
4360,36-2021,OH,46525
4361,36-2021,OK,16163
4362,36-2021,OR,13067
4363,36-2021,PA,26939
4364,36-2021,PR,2689
4365,36-2021,PW,1
4366,36-2021,RI,2123
4367,36-2021,RMI,0
4368,36-2021,SC,33884
4369,36-2021,SD,2639
4370,36-2021,TN,63456
4371,36-2021,TX,118272
4372,36-2021,UT,10790
4373,36-2021,VA,23658
4374,36-2021,VI,224
4375,36-2021,VT,919
4376,36-2021,WA,22590
4377,36-2021,WI,12560
4378,36-2021,WV,11561
4379,36-2021,WY,3509
4380,36-2022,AK,879
4381,36-2022,AL,8806
4382,36-2022,AR,5459
4383,36-2022,AS,49
4384,36-2022,AZ,3666
4385,36-2022,CA,46663
4386,36-2022,CO,4678
4387,36-2022,CT,3716
4388,36-2022,DC,419
4389,36-2022,DE,1197
4390,36-2022,FL,28293
4391,36-2022,FSM,1520
4392,36-2022,GA,12689
4393,36-2022,GU,186
4394,36-2022,HI,1183
4395,36-2022,IA,4248
4396,36-2022,ID,1561
4397,36-2022,IL,19933
4398,36-2022,IN,8772
4399,36-2022,KS,4550
4400,36-2022,KY,11406
4401,36-2022,LA,7517
4402,36-2022,MA,7339
4403,36-2022,MD,6391
4404,36-2022,ME,1268
4405,36-2022,MI,15854
4406,36-2022,MN,6440
4407,36-2022,MO,9327
4408,36-2022,MP,27
4409,36-2022,MS,5825
4410,36-2022,MT,1148
4411,36-2022,NC,20419
4412,36-2022,ND,963
4413,36-2022,NE,2121
4414,36-2022,NH,1162
4415,36-2022,NJ,13188
4416,36-2022,NM,1750
4417,36-2022,NV,1493
4418,36-2022,NY,13250
4419,36-2022,NYC,12749
4420,36-2022,OH,21731
4421,36-2022,OK,7381
4422,36-2022,OR,3728
4423,36-2022,PA,16909
4424,36-2022,PR,7793
4425,36-2022,PW,27
4426,36-2022,RI,1480
4427,36-2022,RMI,69
4428,36-2022,SC,9924
4429,36-2022,SD,963
4430,36-2022,TN,11396
4431,36-2022,TX,41408
4432,36-2022,UT,2370
4433,36-2022,VA,12398
4434,36-2022,VI,155
4435,36-2022,VT,469
4436,36-2022,WA,6275
4437,36-2022,WI,7835
4438,36-2022,WV,5670
4439,36-2022,WY,462
4440,37-2021,AK,5270
4441,37-2021,AL,22410
4442,37-2021,AR,10432
4443,37-2021,AS,0
4444,37-2021,AZ,18511
4445,37-2021,CA,68311
4446,37-2021,CO,13749
4447,37-2021,CT,5441
4448,37-2021,DC,1582
4449,37-2021,DE,3213
4450,37-2021,FL,68553
4451,37-2021,FSM,2
4452,37-2021,GA,39324
4453,37-2021,GU,1153
4454,37-2021,HI,3771
4455,37-2021,IA,12940
4456,37-2021,ID,8444
4457,37-2021,IL,25711
4458,37-2021,IN,26031
4459,37-2021,KS,9616
4460,37-2021,KY,29903
4461,37-2021,LA,12577
4462,37-2021,MA,13765
4463,37-2021,MD,8668
4464,37-2021,ME,3533
4465,37-2021,MI,21843
4466,37-2021,MN,15043
4467,37-2021,MO,15090
4468,37-2021,MP,8
4469,37-2021,MS,12383
4470,37-2021,MT,6133
4471,37-2021,NC,45130
4472,37-2021,ND,3243
4473,37-2021,NE,5281
4474,37-2021,NH,3165
4475,37-2021,NJ,15660
4476,37-2021,NM,4745
4477,37-2021,NV,7957
4478,37-2021,NY,23664
4479,37-2021,NYC,12929
4480,37-2021,OH,48615
4481,37-2021,OK,13610
4482,37-2021,OR,12563
4483,37-2021,PA,32420
4484,37-2021,PR,2119
4485,37-2021,PW,2
4486,37-2021,RI,2426
4487,37-2021,RMI,0
4488,37-2021,SC,30687
4489,37-2021,SD,3157
4490,37-2021,TN,45228
4491,37-2021,TX,113600
4492,37-2021,UT,10733
4493,37-2021,VA,25372
4494,37-2021,VI,208
4495,37-2021,VT,1365
4496,37-2021,WA,23095
4497,37-2021,WI,19218
4498,37-2021,WV,13468
4499,37-2021,WY,3435
4500,37-2022,AK,960
4501,37-2022,AL,6562
4502,37-2022,AR,4650
4503,37-2022,AS,0
4504,37-2022,AZ,6119
4505,37-2022,CA,28765
4506,37-2022,CO,4522
4507,37-2022,CT,6903
4508,37-2022,DC,596
4509,37-2022,DE,1379
4510,37-2022,FL,19607
4511,37-2022,FSM,634
4512,37-2022,GA,9683
4513,37-2022,GU,149
4514,37-2022,HI,1269
4515,37-2022,IA,3395
4516,37-2022,ID,1507
4517,37-2022,IL,17584
4518,37-2022,IN,6026
4519,37-2022,KS,4164
4520,37-2022,KY,6864
4521,37-2022,LA,5618
4522,37-2022,MA,9004
4523,37-2022,MD,6631
4524,37-2022,ME,1688
4525,37-2022,MI,18375
4526,37-2022,MN,6346
4527,37-2022,MO,9185
4528,37-2022,MP,8
4529,37-2022,MS,3619
4530,37-2022,MT,1314
4531,37-2022,NC,20360
4532,37-2022,ND,1014
4533,37-2022,NE,1772
4534,37-2022,NH,1224
4535,37-2022,NJ,14015
4536,37-2022,NM,1702
4537,37-2022,NV,1850
4538,37-2022,NY,17419
4539,37-2022,NYC,13477
4540,37-2022,OH,20552
4541,37-2022,OK,6307
4542,37-2022,OR,2595
4543,37-2022,PA,17506
4544,37-2022,PR,9140
4545,37-2022,PW,15
4546,37-2022,RI,1482
4547,37-2022,RMI,81
4548,37-2022,SC,7067
4549,37-2022,SD,1173
4550,37-2022,TN,8886
4551,37-2022,TX,36197
4552,37-2022,UT,2487
4553,37-2022,VA,11253
4554,37-2022,VI,123
4555,37-2022,VT,512
4556,37-2022,WA,7466
4557,37-2022,WI,8635
4558,37-2022,WV,4603
4559,37-2022,WY,456
4560,38-2021,AK,7712
4561,38-2021,AL,18434
4562,38-2021,AR,7916
4563,38-2021,AS,1
4564,38-2021,AZ,17444
4565,38-2021,CA,46661
4566,38-2021,CO,12873
4567,38-2021,CT,3390
4568,38-2021,DC,1306
4569,38-2021,DE,3201
4570,38-2021,FL,48324
4571,38-2021,FSM,0
4572,38-2021,GA,31305
4573,38-2021,GU,842
4574,38-2021,HI,2704
4575,38-2021,IA,11342
4576,38-2021,ID,8535
4577,38-2021,IL,21205
4578,38-2021,IN,20758
4579,38-2021,KS,7396
4580,38-2021,KY,23877
4581,38-2021,LA,8841
4582,38-2021,MA,11798
4583,38-2021,MD,8629
4584,38-2021,ME,3314
4585,38-2021,MI,23179
4586,38-2021,MN,15678
4587,38-2021,MO,12572
4588,38-2021,MP,8
4589,38-2021,MS,8881
4590,38-2021,MT,6198
4591,38-2021,NC,36561
4592,38-2021,ND,3633
4593,38-2021,NE,4664
4594,38-2021,NH,3190
4595,38-2021,NJ,14770
4596,38-2021,NM,4227
4597,38-2021,NV,6315
4598,38-2021,NY,23818
4599,38-2021,NYC,11759
4600,38-2021,OH,42972
4601,38-2021,OK,11499
4602,38-2021,OR,11236
4603,38-2021,PA,31928
4604,38-2021,PR,1505
4605,38-2021,PW,0
4606,38-2021,RI,2203
4607,38-2021,RMI,0
4608,38-2021,SC,22154
4609,38-2021,SD,2823
4610,38-2021,TN,28441
4611,38-2021,TX,75907
4612,38-2021,UT,9640
4613,38-2021,VA,22668
4614,38-2021,VI,173
4615,38-2021,VT,1276
4616,38-2021,WA,19868
4617,38-2021,WI,21539
4618,38-2021,WV,11913
4619,38-2021,WY,3750
4620,38-2022,AK,645
4621,38-2022,AL,5395
4622,38-2022,AR,3468
4623,38-2022,AS,27
4624,38-2022,AZ,3999
4625,38-2022,CA,35507
4626,38-2022,CO,4584
4627,38-2022,CT,4774
4628,38-2022,DC,652
4629,38-2022,DE,1498
4630,38-2022,FL,17925
4631,38-2022,FSM,73
4632,38-2022,GA,7353
4633,38-2022,GU,119
4634,38-2022,HI,1073
4635,38-2022,IA,2568
4636,38-2022,ID,1522
4637,38-2022,IL,17373
4638,38-2022,IN,4977
4639,38-2022,KS,2779
4640,38-2022,KY,4763
4641,38-2022,LA,3992
4642,38-2022,MA,10267
4643,38-2022,MD,6013
4644,38-2022,ME,1677
4645,38-2022,MI,16901
4646,38-2022,MN,6678
4647,38-2022,MO,7498
4648,38-2022,MP,11
4649,38-2022,MS,3103
4650,38-2022,MT,1429
4651,38-2022,NC,16621
4652,38-2022,ND,1020
4653,38-2022,NE,1424
4654,38-2022,NH,1689
4655,38-2022,NJ,17507
4656,38-2022,NM,1580
4657,38-2022,NV,1186
4658,38-2022,NY,19006
4659,38-2022,NYC,16114
4660,38-2022,OH,14536
4661,38-2022,OK,4460
4662,38-2022,OR,4544
4663,38-2022,PA,18981
4664,38-2022,PR,2711
4665,38-2022,PW,15
4666,38-2022,RI,1779
4667,38-2022,RMI,11
4668,38-2022,SC,5092
4669,38-2022,SD,956
4670,38-2022,TN,7374
4671,38-2022,TX,24794
4672,38-2022,UT,1919
4673,38-2022,VA,8415
4674,38-2022,VI,71
4675,38-2022,VT,489
4676,38-2022,WA,7584
4677,38-2022,WI,8092
4678,38-2022,WV,3193
4679,38-2022,WY,510
4680,39-2021,AK,7179
4681,39-2021,AL,11431
4682,39-2021,AR,5343
4683,39-2021,AS,2
4684,39-2021,AZ,18377
4685,39-2021,CA,52305
4686,39-2021,CO,13547
4687,39-2021,CT,3218
4688,39-2021,DC,1090
4689,39-2021,DE,3083
4690,39-2021,FL,33770
4691,39-2021,FSM,0
4692,39-2021,GA,24457
4693,39-2021,GU,988
4694,39-2021,HI,2021
4695,39-2021,IA,9897
4696,39-2021,ID,9456
4697,39-2021,IL,18891
4698,39-2021,IN,17988
4699,39-2021,KS,6784
4700,39-2021,KY,18615
4701,39-2021,LA,6939
4702,39-2021,MA,10435
4703,39-2021,MD,8467
4704,39-2021,ME,2810
4705,39-2021,MI,27137
4706,39-2021,MN,17859
4707,39-2021,MO,11035
4708,39-2021,MP,4
4709,39-2021,MS,6172
4710,39-2021,MT,6043
4711,39-2021,NC,29346
4712,39-2021,ND,4322
4713,39-2021,NE,4576
4714,39-2021,NH,3322
4715,39-2021,NJ,12089
4716,39-2021,NM,4952
4717,39-2021,NV,5796
4718,39-2021,NY,22978
4719,39-2021,NYC,10497
4720,39-2021,OH,40551
4721,39-2021,OK,10590
4722,39-2021,OR,10613
4723,39-2021,PA,30892
4724,39-2021,PR,1022
4725,39-2021,PW,0
4726,39-2021,RI,1972
4727,39-2021,RMI,0
4728,39-2021,SC,17048
4729,39-2021,SD,2668
4730,39-2021,TN,21746
4731,39-2021,TX,65270
4732,39-2021,UT,9553
4733,39-2021,VA,19463
4734,39-2021,VI,180
4735,39-2021,VT,1112
4736,39-2021,WA,20371
4737,39-2021,WI,20329
4738,39-2021,WV,10245
4739,39-2021,WY,3218
4740,39-2022,AK,553
4741,39-2022,AL,3885
4742,39-2022,AR,2310
4743,39-2022,AS,3
4744,39-2022,AZ,3402
4745,39-2022,CA,33292
4746,39-2022,CO,4305
4747,39-2022,CT,4770
4748,39-2022,DC,435
4749,39-2022,DE,1443
4750,39-2022,FL,10300
4751,39-2022,FSM,4383
4752,39-2022,GA,5046
4753,39-2022,GU,88
4754,39-2022,HI,963
4755,39-2022,IA,1871
4756,39-2022,ID,1280
4757,39-2022,IL,10945
4758,39-2022,IN,2665
4759,39-2022,KS,2645
4760,39-2022,KY,5129
4761,39-2022,LA,2795
4762,39-2022,MA,10340
4763,39-2022,MD,5112
4764,39-2022,ME,1805
4765,39-2022,MI,14678
4766,39-2022,MN,6120
4767,39-2022,MO,5859
4768,39-2022,MP,5
4769,39-2022,MS,1869
4770,39-2022,MT,1279
4771,39-2022,NC,12668
4772,39-2022,ND,999
4773,39-2022,NE,1224
4774,39-2022,NH,1455
4775,39-2022,NJ,15145
4776,39-2022,NM,1505
4777,39-2022,NV,875
4778,39-2022,NY,17710
4779,39-2022,NYC,14697
4780,39-2022,OH,12101
4781,39-2022,OK,3407
4782,39-2022,OR,4269
4783,39-2022,PA,15205
4784,39-2022,PR,7583
4785,39-2022,PW,0
4786,39-2022,RI,1834
4787,39-2022,RMI,81
4788,39-2022,SC,4379
4789,39-2022,SD,732
4790,39-2022,TN,6129
4791,39-2022,TX,18405
4792,39-2022,UT,1881
4793,39-2022,VA,8446
4794,39-2022,VI,46
4795,39-2022,VT,569
4796,39-2022,WA,7683
4797,39-2022,WI,6656
4798,39-2022,WV,2321
4799,39-2022,WY,472
4800,40-2021,AK,5699
4801,40-2021,AL,7620
4802,40-2021,AR,4829
4803,40-2021,AS,0
4804,40-2021,AZ,16252
4805,40-2021,CA,43286
4806,40-2021,CO,15604
4807,40-2021,CT,2944
4808,40-2021,DC,891
4809,40-2021,DE,3047
4810,40-2021,FL,24491
4811,40-2021,FSM,0
4812,40-2021,GA,19759
4813,40-2021,GU,808
4814,40-2021,HI,1374
4815,40-2021,IA,8995
4816,40-2021,ID,8442
4817,40-2021,IL,18830
4818,40-2021,IN,16007
4819,40-2021,KS,6301
4820,40-2021,KY,13513
4821,40-2021,LA,5335
4822,40-2021,MA,9925
4823,40-2021,MD,7729
4824,40-2021,ME,2675
4825,40-2021,MI,29609
4826,40-2021,MN,20743
4827,40-2021,MO,9086
4828,40-2021,MP,7
4829,40-2021,MS,4707
4830,40-2021,MT,6739
4831,40-2021,NC,23162
4832,40-2021,ND,4162
4833,40-2021,NE,4488
4834,40-2021,NH,3227
4835,40-2021,NJ,11962
4836,40-2021,NM,5147
4837,40-2021,NV,4218
4838,40-2021,NY,23779
4839,40-2021,NYC,10786
4840,40-2021,OH,35632
4841,40-2021,OK,8906
4842,40-2021,OR,9277
4843,40-2021,PA,36773
4844,40-2021,PR,843
4845,40-2021,PW,3
4846,40-2021,RI,1835
4847,40-2021,RMI,0
4848,40-2021,SC,12425
4849,40-2021,SD,2332
4850,40-2021,TN,16306
4851,40-2021,TX,50016
4852,40-2021,UT,9972
4853,40-2021,VA,18831
4854,40-2021,VI,139
4855,40-2021,VT,1230
4856,40-2021,WA,16572
4857,40-2021,WI,20603
4858,40-2021,WV,8396
4859,40-2021,WY,3141
4860,40-2022,AK,637
4861,40-2022,AL,3643
4862,40-2022,AR,2084
4863,40-2022,AS,3
4864,40-2022,AZ,3675
4865,40-2022,CA,30884
4866,40-2022,CO,4040
4867,40-2022,CT,4070
4868,40-2022,DC,143
4869,40-2022,DE,1091
4870,40-2022,FL,10927
4871,40-2022,FSM,6367
4872,40-2022,GA,4360
4873,40-2022,GU,54
4874,40-2022,HI,1237
4875,40-2022,IA,1856
4876,40-2022,ID,1134
4877,40-2022,IL,11447
4878,40-2022,IN,3652
4879,40-2022,KS,1698
4880,40-2022,KY,9435
4881,40-2022,LA,2059
4882,40-2022,MA,9942
4883,40-2022,MD,4540
4884,40-2022,ME,1935
4885,40-2022,MI,12880
4886,40-2022,MN,5968
4887,40-2022,MO,4809
4888,40-2022,MP,0
4889,40-2022,MS,1614
4890,40-2022,MT,1099
4891,40-2022,NC,9840
4892,40-2022,ND,982
4893,40-2022,NE,1028
4894,40-2022,NH,1576
4895,40-2022,NJ,13966
4896,40-2022,NM,1623
4897,40-2022,NV,1339
4898,40-2022,NY,16580
4899,40-2022,NYC,12451
4900,40-2022,OH,9997
4901,40-2022,OK,2818
4902,40-2022,OR,4237
4903,40-2022,PA,12431
4904,40-2022,PR,4679
4905,40-2022,PW,21
4906,40-2022,RI,1709
4907,40-2022,RMI,57
4908,40-2022,SC,3079
4909,40-2022,SD,842
4910,40-2022,TN,5537
4911,40-2022,TX,13807
4912,40-2022,UT,1731
4913,40-2022,VA,7174
4914,40-2022,VI,41
4915,40-2022,VT,546
4916,40-2022,WA,6157
4917,40-2022,WI,7114
4918,40-2022,WV,1903
4919,40-2022,WY,437
4920,41-2021,AK,6091
4921,41-2021,AL,6177
4922,41-2021,AR,4168
4923,41-2021,AS,0
4924,41-2021,AZ,15557
4925,41-2021,CA,38497
4926,41-2021,CO,14757
4927,41-2021,CT,3130
4928,41-2021,DC,710
4929,41-2021,DE,2631
4930,41-2021,FL,17879
4931,41-2021,FSM,0
4932,41-2021,GA,12385
4933,41-2021,GU,730
4934,41-2021,HI,911
4935,41-2021,IA,7275
4936,41-2021,ID,8408
4937,41-2021,IL,15536
4938,41-2021,IN,13598
4939,41-2021,KS,5580
4940,41-2021,KY,11723
4941,41-2021,LA,4416
4942,41-2021,MA,9667
4943,41-2021,MD,6793
4944,41-2021,ME,3011
4945,41-2021,MI,30526
4946,41-2021,MN,19640
4947,41-2021,MO,7754
4948,41-2021,MP,5
4949,41-2021,MS,3339
4950,41-2021,MT,5858
4951,41-2021,NC,18571
4952,41-2021,ND,3562
4953,41-2021,NE,3786
4954,41-2021,NH,4165
4955,41-2021,NJ,10248
4956,41-2021,NM,4831
4957,41-2021,NV,4626
4958,41-2021,NY,23397
4959,41-2021,NYC,8351
4960,41-2021,OH,32228
4961,41-2021,OK,7313
4962,41-2021,OR,7779
4963,41-2021,PA,31152
4964,41-2021,PR,902
4965,41-2021,PW,0
4966,41-2021,RI,1854
4967,41-2021,RMI,0
4968,41-2021,SC,8819
4969,41-2021,SD,2186
4970,41-2021,TN,12945
4971,41-2021,TX,39230
4972,41-2021,UT,8878
4973,41-2021,VA,14779
4974,41-2021,VI,124
4975,41-2021,VT,1485
4976,41-2021,WA,16042
4977,41-2021,WI,18233
4978,41-2021,WV,7518
4979,41-2021,WY,2899
4980,41-2022,AK,514
4981,41-2022,AL,2426
4982,41-2022,AR,1822
4983,41-2022,AS,1
4984,41-2022,AZ,2400
4985,41-2022,CA,24900
4986,41-2022,CO,3387
4987,41-2022,CT,3663
4988,41-2022,DC,430
4989,41-2022,DE,1189
4990,41-2022,FL,9813
4991,41-2022,FSM,982
4992,41-2022,GA,3622
4993,41-2022,GU,64
4994,41-2022,HI,1028
4995,41-2022,IA,1665
4996,41-2022,ID,1075
4997,41-2022,IL,10416
4998,41-2022,IN,4377
4999,41-2022,KS,2866
5000,41-2022,KY,6584
5001,41-2022,LA,1959
5002,41-2022,MA,8964
5003,41-2022,MD,4212
5004,41-2022,ME,1859
5005,41-2022,MI,12548
5006,41-2022,MN,5386
5007,41-2022,MO,4425
5008,41-2022,MP,0
5009,41-2022,MS,1359
5010,41-2022,MT,1033
5011,41-2022,NC,8070
5012,41-2022,ND,797
5013,41-2022,NE,895
5014,41-2022,NH,1458
5015,41-2022,NJ,12114
5016,41-2022,NM,1864
5017,41-2022,NV,1034
5018,41-2022,NY,15713
5019,41-2022,NYC,14163
5020,41-2022,OH,8535
5021,41-2022,OK,2892
5022,41-2022,OR,3306
5023,41-2022,PA,13256
5024,41-2022,PR,4164
5025,41-2022,PW,9
5026,41-2022,RI,1593
5027,41-2022,RMI,13
5028,41-2022,SC,3023
5029,41-2022,SD,624
5030,41-2022,TN,5112
5031,41-2022,TX,13121
5032,41-2022,UT,1504
5033,41-2022,VA,7047
5034,41-2022,VI,33
5035,41-2022,VT,597
5036,41-2022,WA,4264
5037,41-2022,WI,7083
5038,41-2022,WV,1647
5039,41-2022,WY,470
5040,42-2021,AK,4715
5041,42-2021,AL,6158
5042,42-2021,AR,3426
5043,42-2021,AS,1
5044,42-2021,AZ,16364
5045,42-2021,CA,38415
5046,42-2021,CO,16431
5047,42-2021,CT,2721
5048,42-2021,DC,503
5049,42-2021,DE,2146
5050,42-2021,FL,14990
5051,42-2021,FSM,0
5052,42-2021,GA,8595
5053,42-2021,GU,643
5054,42-2021,HI,872
5055,42-2021,IA,6195
5056,42-2021,ID,8141
5057,42-2021,IL,13299
5058,42-2021,IN,10066
5059,42-2021,KS,5028
5060,42-2021,KY,8149
5061,42-2021,LA,3399
5062,42-2021,MA,8345
5063,42-2021,MD,5687
5064,42-2021,ME,2980
5065,42-2021,MI,24195
5066,42-2021,MN,13895
5067,42-2021,MO,6102
5068,42-2021,MP,8
5069,42-2021,MS,2795
5070,42-2021,MT,5475
5071,42-2021,NC,14245
5072,42-2021,ND,3183
5073,42-2021,NE,2943
5074,42-2021,NH,3205
5075,42-2021,NJ,8321
5076,42-2021,NM,4511
5077,42-2021,NV,4191
5078,42-2021,NY,20229
5079,42-2021,NYC,6097
5080,42-2021,OH,25144
5081,42-2021,OK,5753
5082,42-2021,OR,7674
5083,42-2021,PA,28273
5084,42-2021,PR,708
5085,42-2021,PW,0
5086,42-2021,RI,1495
5087,42-2021,RMI,0
5088,42-2021,SC,6747
5089,42-2021,SD,2195
5090,42-2021,TN,9575
5091,42-2021,TX,28205
5092,42-2021,UT,8736
5093,42-2021,VA,11817
5094,42-2021,VI,60
5095,42-2021,VT,1404
5096,42-2021,WA,15036
5097,42-2021,WI,12305
5098,42-2021,WV,6294
5099,42-2021,WY,2695
5100,42-2022,AK,0
5101,42-2022,AL,1036
5102,42-2022,AR,626
5103,42-2022,AS,0
5104,42-2022,AZ,0
5105,42-2022,CA,0
5106,42-2022,CO,1929
5107,42-2022,CT,1606
5108,42-2022,DC,0
5109,42-2022,DE,545
5110,42-2022,FL,4231
5111,42-2022,FSM,378
5112,42-2022,GA,0
5113,42-2022,GU,8
